EmployeeNo,Gender,Age,MaritalStatus,Degree,Tier,Track,PrimaryCEG,SecondaryCEG,PerformanceRating,PotentialRating,PerDayRate,CostToCompany,EmployeeRatedEnvirementSatisfaction,EmployeeRatedJobInvolvement,EmployeeRatedJobSatisfaction,EmployeeratedRelationshipSatisfaction,EmployeeratedWorkLifeBalance,DateOfJoining,LastPromotionDate,CompanyTenure,RoleTenure,ElapsedPromotion,ManagerTenure,Longevity,Attrition
10000696,Male,37,Married,Software Engineering,3,Quality,,,3,0,0,0,1,2,3,3,1,22-Mar-08,22-Oct-21,14.6,1,11,1,1,1
10000745,Female,37,Married,Software Engineering,2,Technology,,,3,0,0,0,1,1,2,1,1,22-Aug-21,22-Aug-21,1.2,1.2,0,1.2,0,1
10000768,Female,37,Single,Other,2,Technology,,,3,0,0,0,4,3,2,1,2,22-Jul-18,22-Oct-19,4.3,3,0,3,1,0
10000796,Female,37,Other,Software Engineering,2,Quality,,,3,0,0,0,4,2,4,3,3,22-Dec-20,22-Dec-20,1.9,1.9,0,1.9,0,0
10000833,Female,37,Other,Software Engineering,2,Technology,,,3,0,0,0,3,2,4,3,3,22-Jul-16,22-Oct-20,6.3,2,1,2,1,0
10000856,Female,37,Married,Software Engineering,2,Technology,,,3,0,0,0,4,2,4,2,2,22-Feb-08,22-Oct-14,14.7,8,3,8,1,0
10000990,Male,37,Married,Software Engineering,1,Technology,,,3,0,0,0,3,3,3,4,3,22-Mar-16,22-Oct-18,6.6,4,1,4,1,0
10001002,Female,37,Single,Software Engineering,1,Technology,,,3,0,0,0,1,3,3,1,3,22-Dec-18,22-Oct-20,3.9,2,0,2,1,0
10001023,Male,37,Single,Technical Degree,1,Technology,,,3,0,0,0,3,4,3,1,1,22-Jan-16,22-Oct-17,6.8,5,1,5,1,0
10001090,Male,37,Married,Software Engineering,2,Technology,,,3,0,0,0,1,3,4,1,3,22-Jun-12,22-Oct-14,10.4,8,3,8,1,0
10001159,Male,37,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,3,1,2,22-Dec-17,22-Oct-19,4.9,3,0,3,1,0
10001164,Female,37,Married,Software Engineering,1,Technology,,,3,0,0,0,2,3,2,1,1,22-Oct-13,22-Oct-18,9.0,4,7,4,1,0
10001212,Male,37,Other,Software Engineering,2,Quality,,,3,0,0,0,3,1,4,3,2,22-Aug-16,22-Oct-19,6.2,3,1,3,1,0
10001277,Male,37,Married,Software Engineering,2,Quality,,,3,0,0,0,2,2,2,1,3,22-Mar-17,22-Oct-20,5.6,2,0,2,1,0
10001281,Male,37,Other,Business Management,2,Consulting,,,3,0,0,0,3,3,2,3,2,22-Sep-12,22-Sep-12,10.1,10.1,4,10.1,1,0
10001292,Male,37,Single,Software Engineering,2,Technology,,,3,0,0,0,4,3,1,2,1,22-Jul-12,22-Oct-19,10.3,3,0,3,1,1
10001345,Male,37,Married,Software Engineering,2,Technology,,,4,0,0,0,4,3,1,3,3,22-Jul-17,22-Oct-19,5.3,3,0,3,1,0
10001433,Female,37,Married,Software Engineering,3,Technology,,,4,0,0,0,3,4,4,1,3,22-Jan-06,22-Oct-11,16.8,11,6,11,1,0
10000009,Male,38,Single,Software Engineering,3,Technology,,,4,0,0,0,4,2,3,2,3,22-Sep-13,22-Oct-15,9.1,7,1,7,1,0
10000020,Male,38,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,4,3,3,22-Oct-18,22-Oct-20,4.0,2,1,2,1,0
10000062,Female,38,Single,Software Engineering,2,Technology,,,3,0,0,0,4,3,4,4,3,22-Jan-12,22-Oct-19,10.8,3,9,3,1,0
10000084,Female,38,Other,Software Engineering,2,Technology,,,3,0,0,0,2,1,4,4,3,22-Sep-09,22-Oct-11,13.1,11,1,11,1,0
10000143,Female,38,Single,Technical Degree,2,Technology,,,4,0,0,0,4,3,3,2,3,22-Jul-19,22-Oct-20,3.3,2,2,2,1,0
10000169,Female,38,Single,Software Engineering,2,Quality,,,4,0,0,0,1,2,4,3,4,22-Jan-14,22-Oct-19,8.8,3,0,3,1,0
10000180,Female,38,Single,Software Engineering,1,Technology,,,3,0,0,0,3,3,4,3,3,22-Sep-20,22-Oct-20,2.1,2,2,2,0,0
10000199,Male,38,Married,Software Engineering,2,Technology,,,3,0,0,0,4,3,3,2,3,22-Oct-20,22-Oct-20,2.0,2,0,2,0,0
10000200,Male,38,Married,Technical Degree,2,Technology,,,3,0,0,0,4,3,4,1,1,22-Mar-15,22-Oct-15,7.6,7,1,7,1,0
10000205,Male,38,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,1,2,3,22-Mar-21,22-Mar-21,1.6,1.6,0,1.6,0,1
10000224,Male,38,Other,Software Engineering,3,Quality,,,3,0,0,0,1,3,3,3,2,22-Dec-05,22-Oct-12,16.9,10,5,10,1,0
10000262,Male,38,Married,Software Engineering,2,Quality,,,3,0,0,0,4,2,4,4,3,22-Dec-13,22-Oct-15,8.9,7,7,7,1,0
10000278,Female,38,Other,Software Engineering,2,Quality,,,4,0,0,0,1,4,1,3,3,22-Aug-14,22-Aug-14,8.2,8.2,7,8.2,1,0
10000288,Male,38,Other,Software Engineering,2,Technology,,,3,0,0,0,4,3,4,2,3,22-Feb-20,22-Oct-20,2.7,2,1,2,0,0
10000308,Female,38,Married,Software Engineering,3,Technology,,,3,0,0,0,1,2,2,3,3,22-Mar-12,22-Oct-14,10.6,8,0,8,1,0
10000342,Male,38,Other,Software Engineering,3,Technology,,,3,0,0,0,3,2,4,2,3,22-Jul-11,22-Oct-12,11.3,10,2,10,1,0
10000417,Male,38,Married,Software Engineering,1,Technology,,,4,0,0,0,4,3,4,3,3,22-Jan-21,22-Jan-21,1.8,1.8,0,1.8,0,0
10000472,Female,38,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,3,3,3,22-Mar-21,22-Mar-21,1.6,1.6,0,1.6,0,0
10000491,Female,38,Single,Software Engineering,1,Technology,,,3,0,0,0,3,3,1,4,2,22-Sep-22,22-Sep-22,0.1,0.1,0,0.1,0,0
10000519,Female,38,Single,Software Engineering,2,Quality,,,4,0,0,0,4,2,4,1,3,22-Aug-15,22-Oct-15,7.2,7,0,7,1,0
10000530,Female,38,Single,Software Engineering,2,Technology,,,3,0,0,0,2,4,4,3,2,22-Jan-13,22-Oct-15,9.8,7,1,7,1,0
10000543,Female,38,Single,Software Engineering,3,Technology,,,3,0,0,0,3,3,3,4,4,22-Jun-21,22-Jun-21,1.4,1.4,0,1.4,0,0
10000560,Male,38,Married,Software Engineering,1,Technology,,,3,0,0,0,4,3,3,2,1,22-Jan-21,22-Jan-21,1.8,1.8,0,1.8,0,0
10000579,Female,38,Single,Software Engineering,2,Technology,,,3,0,0,0,1,4,1,4,3,22-Jul-07,22-Oct-15,15.3,7,4,7,1,0
10000606,Male,38,Other,Software Engineering,2,Technology,,,3,0,0,0,1,2,1,3,2,22-Dec-17,22-Oct-19,4.9,3,1,3,1,0
10000643,Male,38,Married,Software Engineering,1,Quality,,,3,0,0,0,2,2,2,4,3,22-Feb-20,22-Oct-20,2.7,2,1,2,0,0
10000682,Female,38,Married,Technical Degree,3,Technology,,,3,0,0,0,4,3,1,2,3,22-Dec-06,22-Oct-10,15.9,12,5,12,1,0
10000704,Female,38,Single,Technical Degree,2,Quality,,,3,0,0,0,3,3,4,2,3,22-Dec-16,22-Oct-19,5.9,3,1,3,1,0
10000723,Male,38,Married,Software Engineering,1,Technology,,,3,0,0,0,3,3,3,2,2,22-Jul-20,22-Oct-21,2.3,1,0,1,0,0
10000748,Male,38,Single,Software Engineering,2,Quality,,,3,0,0,0,2,3,4,3,3,22-Jun-21,22-Jun-21,1.4,1.4,0,1.4,0,0
10000766,Male,38,Married,Other,1,Technology,,,3,0,0,0,3,3,3,1,3,22-Jan-20,22-Oct-20,2.8,2,2,2,0,0
10000785,Female,38,Married,Software Engineering,3,Technology,,,3,0,0,0,3,2,3,1,2,22-Apr-03,22-Oct-13,19.5,9,1,9,1,0
10000808,Male,38,Other,Software Engineering,3,Quality,,,3,0,0,0,3,2,3,2,3,22-Jan-14,22-Oct-15,8.8,7,2,7,1,0
10000812,Male,38,Single,Software Engineering,3,Quality,,,3,0,0,0,4,3,2,3,3,22-Oct-20,22-Oct-20,2.0,2,0,2,0,0
10000827,Male,38,Married,Financial Management,1,Consulting,,,3,0,0,0,3,4,3,4,4,22-Apr-15,22-Oct-16,7.5,6,5,6,1,0
10000964,Female,38,Other,Software Engineering,2,Quality,,,3,0,0,0,2,3,1,4,3,22-Jun-15,22-Oct-15,7.4,7,1,7,1,0
10000983,Male,38,Other,Software Engineering,1,Technology,,,3,0,0,0,4,4,3,4,3,22-Oct-17,22-Oct-20,5.0,2,0,2,1,0
10001108,Male,38,Married,Financial Management,2,Consulting,,,3,0,0,0,3,3,3,3,3,22-Aug-16,22-Oct-19,6.2,3,1,3,1,0
10001113,Male,38,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,2,1,3,22-Apr-17,22-Oct-20,5.5,2,1,2,1,1
10001120,Male,38,Married,Software Engineering,2,Quality,,,3,0,0,0,3,3,2,4,3,22-Oct-12,22-Oct-14,10.0,8,7,8,1,0
10001121,Female,38,Single,Software Engineering,2,Quality,,,3,0,0,0,2,3,2,2,4,22-Feb-19,22-Oct-20,3.7,2,1,2,1,0
10001162,Female,38,Married,Software Engineering,3,Technology,,,3,0,0,0,4,2,3,4,4,22-Sep-17,22-Oct-18,5.1,4,0,4,1,0
10001188,Male,38,Married,Software Engineering,2,Technology,,,3,0,0,0,4,3,4,4,4,22-Jul-09,22-Oct-11,13.3,11,2,11,1,0
10001194,Female,38,Single,Software Engineering,1,Technology,,,4,0,0,0,4,2,2,2,3,22-Jun-18,22-Oct-19,4.4,3,3,3,1,0
10001203,Female,38,Married,Software Engineering,1,Technology,,,3,0,0,0,4,3,3,4,2,22-Oct-21,22-Oct-21,1.0,1,0,1,0,0
10001257,Female,38,Married,Software Engineering,1,Technology,,,3,0,0,0,3,2,2,2,2,22-Jun-16,22-Oct-21,6.4,1,0,1,1,0
10001262,Male,38,Married,Software Engineering,2,Technology,,,3,0,0,0,2,1,4,3,3,22-Mar-21,22-Mar-21,1.6,1.6,1,1.6,0,0
10001273,Female,38,Married,Other,1,Technology,,,3,0,0,0,4,2,3,2,3,22-Jul-17,22-Oct-18,5.3,4,0,4,1,0
10001290,Male,38,Other,Financial Management,1,Consulting,,,3,0,0,0,1,3,2,4,3,22-Jul-11,22-Oct-12,11.3,10,3,10,1,0
10001309,Female,38,Married,Software Engineering,2,Quality,,,4,0,0,0,2,1,4,1,2,22-Apr-18,22-Oct-20,4.5,2,0,2,1,0
10001374,Female,38,Other,Software Engineering,2,Technology,,,3,0,0,0,4,2,2,3,3,22-Jul-02,22-Oct-11,20.3,11,0,11,1,0
10001377,Male,38,Other,Software Engineering,1,Technology,,,3,0,0,0,2,3,4,4,4,22-Sep-17,22-Oct-20,5.1,2,0,2,1,0
10001392,Male,38,Single,Software Engineering,1,Quality,,,3,0,0,0,1,2,1,1,2,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,0
10001401,Male,38,Married,Financial Management,1,Consulting,,,3,0,0,0,4,3,2,2,3,22-Aug-16,22-Oct-20,6.2,2,1,2,1,0
10001417,Male,38,Married,Software Engineering,2,Quality,,,3,0,0,0,4,3,2,1,3,22-Jul-07,22-Oct-09,15.3,13,5,13,1,0
10001419,Male,38,Married,Software Engineering,2,Technology,,,3,0,0,0,1,2,3,4,3,22-Jun-14,22-Oct-19,8.4,3,7,3,1,0
10001431,Female,38,Married,Software Engineering,3,Technology,,,3,0,0,0,2,1,3,1,3,22-Dec-03,22-Oct-06,18.9,16,1,16,1,0
10001452,Female,38,Married,Software Engineering,2,Quality,,,3,0,0,0,1,3,4,3,3,22-Aug-12,22-Oct-15,10.2,7,1,7,1,0
10000034,Male,39,Married,Technical Degree,2,Quality,,,3,0,0,0,4,3,4,3,4,22-Feb-21,22-Feb-21,1.7,1.7,0,1.7,0,1
10000138,Female,39,Married,Software Engineering,2,Quality,,,3,0,0,0,4,2,3,3,4,22-Jan-07,22-Oct-11,15.8,11,5,11,1,0
10000241,Female,39,Other,Software Engineering,1,Technology,,,3,0,0,0,3,3,3,3,3,22-Jul-19,22-Oct-20,3.3,2,1,2,1,0
10000252,Female,39,Single,Technical Degree,3,Technology,,,4,0,0,0,3,3,3,4,3,22-Aug-03,22-Oct-16,19.2,6,11,6,1,0
10000305,Male,39,Other,Software Engineering,3,Technology,,,3,0,0,0,3,4,4,1,2,22-Aug-04,22-Oct-12,18.2,10,3,10,1,0
10000315,Male,39,Married,Software Engineering,4,Technology,,,3,0,0,0,3,3,1,4,3,22-Dec-00,22-Oct-13,21.9,9,11,9,1,0
10000327,Male,39,Married,Software Engineering,5,Technology,,,3,0,0,0,3,2,4,1,3,22-Aug-01,22-Oct-13,21.2,9,13,9,1,0
10000328,Female,39,Married,Software Engineering,2,Quality,,,3,0,0,0,4,3,3,1,2,22-Apr-21,22-Apr-21,1.5,1.5,0,1.5,0,1
10000401,Male,39,Other,Software Engineering,5,Technology,,,3,0,0,0,2,3,3,3,3,22-Oct-00,22-Oct-14,22.0,8,1,8,1,0
10000450,Female,39,Married,Software Engineering,1,Technology,,,3,0,0,0,3,3,3,1,3,22-Jan-14,22-Oct-19,8.8,3,0,3,1,0
10000527,Female,39,Single,Technical Degree,2,Technology,,,3,0,0,0,4,2,3,1,3,22-Dec-01,22-Oct-15,20.9,7,11,7,1,0
10000552,Female,39,Married,Business Management,2,Consulting,,,3,0,0,0,3,4,2,3,1,22-Jul-14,22-Oct-19,8.3,3,3,3,1,0
10000596,Male,39,Single,Software Engineering,5,Technology,,,3,0,0,0,4,3,2,4,3,22-Jul-91,22-Oct-07,31.3,15,13,15,1,1
10000625,Female,39,Married,Software Engineering,3,Quality,,,3,0,0,0,1,2,4,4,3,22-Aug-17,22-Oct-20,5.2,2,0,2,1,0
10000628,Female,39,Married,Software Engineering,4,Technology,,,4,0,0,0,3,2,4,3,3,22-Sep-13,22-Oct-14,9.1,8,0,8,1,0
10000647,Male,39,Married,Software Engineering,4,Quality,,,3,0,0,0,1,3,4,3,3,22-Sep-20,22-Sep-20,2.1,2.1,2,2.1,0,0
10000650,Female,39,Single,Software Engineering,4,Technology,,,3,0,0,0,4,3,4,3,3,22-Oct-09,22-Oct-13,13.0,9,3,9,1,0
10000655,Female,39,Married,Business Management,2,Consulting,,,3,0,0,0,4,2,4,3,3,22-Mar-17,22-Oct-18,5.6,4,0,4,1,0
10000661,Male,39,Other,Software Engineering,1,Technology,,,3,0,0,0,4,2,4,4,2,22-Jan-21,22-Jan-21,1.8,1.8,0,1.8,0,1
10000670,Male,39,Married,Software Engineering,1,Technology,,,4,0,0,0,4,3,1,4,1,22-Dec-19,22-Oct-20,2.9,2,2,2,0,1
10000675,Female,39,Other,Technical Degree,3,Technology,,,3,0,0,0,3,2,2,4,3,22-Sep-16,22-Sep-16,6.1,6.1,0,6.1,1,0
10000700,Male,39,Married,Software Engineering,4,Technology,,,3,0,0,0,4,3,4,2,2,22-Jun-13,22-Oct-14,9.4,8,7,8,1,0
10000701,Male,39,Single,Technical Degree,1,Technology,,,4,0,0,0,4,3,3,1,3,22-Mar-21,22-Mar-21,1.6,1.6,0,1.6,0,1
10000702,Male,39,Other,Software Engineering,4,Quality,,,3,0,0,0,3,3,3,3,4,22-Apr-05,22-Oct-09,17.5,13,15,13,1,0
10000706,Male,39,Single,Software Engineering,3,Quality,,,3,0,0,0,1,4,3,4,3,22-Oct-13,22-Oct-15,9.0,7,0,7,1,0
10000739,Female,39,Married,Software Engineering,4,Technology,,,3,0,0,0,4,2,4,3,3,22-Oct-00,22-Oct-16,22.0,6,11,6,1,0
10000754,Female,39,Single,Software Engineering,3,Technology,,,3,0,0,0,4,3,1,3,3,22-Jul-01,22-Oct-16,21.3,6,2,6,1,0
10000814,Male,39,Other,Software Engineering,4,Technology,,,3,0,0,0,1,3,4,4,3,22-Mar-04,22-Oct-15,18.6,7,11,7,1,1
10000817,Male,39,Single,Software Engineering,2,Technology,,,3,0,0,0,3,3,2,3,2,22-Apr-17,22-Oct-18,5.5,4,0,4,1,0
10000938,Female,39,Other,Software Engineering,4,Technology,,,3,0,0,0,3,2,2,4,3,22-Dec-02,22-Oct-13,19.9,9,15,9,1,0
10000941,Male,39,Single,Software Engineering,1,Technology,,,3,0,0,0,3,3,1,1,3,22-Sep-17,22-Oct-20,5.1,2,0,2,1,1
10000950,Male,39,Single,Software Engineering,2,Technology,,,3,0,0,0,1,3,3,1,3,22-Feb-14,22-Oct-15,8.7,7,1,7,1,0
10000987,Male,39,Married,Software Engineering,2,Quality,,,3,0,0,0,1,2,4,4,4,22-Dec-16,22-Oct-18,5.9,4,1,4,1,0
10000993,Male,39,Married,Software Engineering,3,Technology,,,4,0,0,0,3,3,3,2,3,22-Jan-16,22-Oct-18,6.8,4,0,4,1,0
10001033,Female,39,Single,Software Engineering,1,Technology,,,4,0,0,0,1,2,1,2,4,22-Mar-21,22-Mar-21,1.6,1.6,0,1.6,0,1
10001080,Female,39,Single,Software Engineering,3,Technology,,,3,0,0,0,2,3,2,4,3,22-Jun-20,22-Jun-20,2.4,2.4,2,2.4,0,0
10001125,Male,39,Married,Software Engineering,3,Quality,,,3,0,0,0,4,4,3,1,3,22-Jan-15,22-Oct-16,7.8,6,7,6,1,0
10001149,Male,39,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,1,4,3,22-Feb-15,22-Oct-15,7.7,7,7,7,1,0
10001156,Male,39,Other,Software Engineering,2,Technology,,,3,0,0,0,3,2,3,4,3,22-Jan-12,22-Oct-14,10.8,8,0,8,1,0
10001160,Female,39,Single,Software Engineering,2,Technology,,,3,0,0,0,1,3,3,4,1,22-Jun-13,22-Oct-20,9.4,2,3,2,1,0
10001176,Male,39,Married,Software Engineering,2,Technology,,,4,0,0,0,4,3,2,3,3,22-Aug-17,22-Oct-18,5.2,4,1,4,1,0
10001241,Male,39,Married,Software Engineering,2,Technology,,,3,0,0,0,4,3,4,4,3,22-Oct-12,22-Oct-14,10.0,8,5,8,1,0
10001285,Male,39,Single,Software Engineering,3,Technology,,,4,0,0,0,3,3,3,3,3,22-Jan-18,22-Oct-19,4.8,3,2,3,1,0
10001293,Male,39,Other,Software Engineering,2,Quality,,,3,0,0,0,3,3,4,4,3,22-Jul-20,22-Oct-21,2.3,1,2,1,0,0
10001336,Male,39,Other,Other,2,Technology,,,3,0,0,0,4,3,4,2,3,22-Apr-20,22-Oct-20,2.5,2,2,2,0,0
10001367,Female,39,Married,Software Engineering,2,Quality,,,3,0,0,0,1,1,3,3,3,22-Jul-19,22-Oct-20,3.3,2,1,2,1,0
10001373,Male,39,Married,Software Engineering,2,Technology,,,4,0,0,0,1,3,1,4,3,22-Jan-12,22-Jan-12,10.8,10.8,7,10.8,1,0
10001404,Male,39,Single,Software Engineering,4,Quality,,,3,0,0,0,2,3,1,1,3,22-Dec-01,22-Oct-14,20.9,8,11,8,1,0
10001430,Male,39,Single,Software Engineering,2,Technology,,,3,0,0,0,1,3,4,1,3,22-Mar-15,22-Oct-15,7.6,7,1,7,1,0
10001438,Male,39,Single,Software Engineering,5,Technology,,,3,0,0,0,4,3,4,3,2,22-Aug-16,22-Aug-16,6.2,6.2,1,6.2,1,0
10001463,Female,39,Married,Software Engineering,4,Quality,,,3,0,0,0,2,2,4,1,2,22-Feb-02,22-Oct-13,20.7,9,9,9,1,0
10001467,Male,39,Married,Software Engineering,3,Technology,,,3,0,0,0,4,2,1,1,3,22-Oct-14,22-Oct-15,8.0,7,1,7,1,0
10000091,Male,40,Married,Software Engineering,4,Technology,,,4,0,0,0,3,2,2,4,2,22-Aug-00,22-Oct-19,22.2,3,11,3,1,0
10000151,Female,40,Other,Software Engineering,2,Technology,,,3,0,0,0,2,3,2,1,3,22-Oct-01,22-Oct-15,21.0,7,2,7,1,0
10000159,Male,40,Married,Software Engineering,3,Quality,,,3,0,0,0,3,2,4,1,2,22-Jan-10,22-Oct-11,12.8,11,2,11,1,0
10000187,Female,40,Married,Software Engineering,5,Technology,,,3,0,0,0,4,3,3,2,3,22-Jan-02,22-Oct-14,20.8,8,9,8,1,0
10000204,Male,40,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,4,3,4,22-Aug-15,22-Oct-20,7.2,2,3,2,1,0
10000209,Male,40,Married,Software Engineering,2,Technology,,,3,0,0,0,4,2,4,4,1,22-Mar-19,22-Oct-20,3.6,2,0,2,1,0
10000244,Male,40,Other,Technical Degree,2,Technology,,,3,0,0,0,1,3,4,1,3,22-Jun-13,22-Oct-14,9.4,8,4,8,1,0
10000258,Male,40,Other,Software Engineering,5,Technology,,,3,0,0,0,1,3,3,4,3,22-Oct-00,22-Oct-15,22.0,7,3,7,1,0
10000336,Male,40,Married,Software Engineering,2,Quality,,,4,0,0,0,2,1,4,3,2,22-Jan-18,22-Oct-19,4.8,3,0,3,1,0
10000362,Female,40,Married,Software Engineering,1,Technology,,,3,0,0,0,4,4,3,3,3,22-Jan-15,22-Oct-15,7.8,7,1,7,1,0
10000369,Male,40,Married,Software Engineering,2,Quality,,,3,0,0,0,3,2,3,1,3,22-Sep-16,22-Oct-18,6.1,4,1,4,1,1
10000388,Female,40,Other,Software Engineering,2,Quality,,,3,0,0,0,4,3,2,3,3,22-Sep-17,22-Oct-18,5.1,4,1,4,1,0
10000392,Female,40,Married,Software Engineering,2,Technology,,,4,0,0,0,2,2,3,2,3,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,0
10000418,Female,40,Married,Software Engineering,5,Quality,,,3,0,0,0,3,3,3,4,3,22-Dec-01,22-Oct-07,20.9,15,1,15,1,0
10000449,Female,40,Single,Software Engineering,4,Technology,,,3,0,0,0,2,3,3,3,3,22-Dec-01,22-Oct-16,20.9,6,5,6,1,0
10000459,Male,40,Other,Other,3,Quality,,,3,0,0,0,3,1,1,3,3,22-Jan-21,22-Jan-21,1.8,1.8,0,1.8,0,0
10000534,Male,40,Married,Software Engineering,3,Quality,,,4,0,0,0,4,2,1,3,3,22-Dec-03,22-Oct-09,18.9,13,1,13,1,0
10000554,Female,40,Single,Software Engineering,1,Technology,,,4,0,0,0,4,2,4,4,2,22-Sep-18,22-Oct-20,4.1,2,2,2,1,0
10000583,Female,40,Married,Software Engineering,2,Technology,,,4,0,0,0,3,4,2,4,3,22-Jun-14,22-Oct-15,8.4,7,3,7,1,0
10000602,Male,40,Single,Software Engineering,2,Technology,,,3,0,0,0,1,2,3,4,3,22-Feb-21,22-Feb-21,1.7,1.7,0,1.7,0,0
10000685,Male,40,Other,Software Engineering,3,Quality,,,3,0,0,0,1,2,2,2,2,22-Mar-21,22-Mar-21,1.6,1.6,0,1.6,0,0
10000692,Male,40,Other,Software Engineering,1,Technology,,,3,0,0,0,4,3,2,4,3,22-Feb-21,22-Oct-21,1.7,1,0,1,0,0
10000707,Female,40,Single,Software Engineering,4,Quality,,,3,0,0,0,2,4,2,4,2,22-Aug-21,22-Aug-21,1.2,1.2,0,1.2,0,1
10000769,Male,40,Married,Software Engineering,2,Quality,,,3,0,0,0,3,3,1,2,2,22-Feb-15,22-Oct-15,7.7,7,7,7,1,0
10000786,Male,40,Married,Technical Degree,3,Technology,,,4,0,0,0,1,3,4,4,3,22-Apr-11,22-Oct-12,11.5,10,6,10,1,0
10000815,Male,40,Single,Software Engineering,5,Technology,,,3,0,0,0,3,2,3,1,4,22-Mar-02,22-Oct-15,20.6,7,4,7,1,0
10000838,Female,40,Single,Software Engineering,3,Technology,,,3,0,0,0,2,3,3,3,2,22-Sep-04,22-Oct-15,18.1,7,2,7,1,0
10000846,Female,40,Married,Software Engineering,2,Technology,,,3,0,0,0,3,2,4,4,1,22-Aug-21,22-Oct-21,1.2,1,0,1,0,0
10000867,Male,40,Married,Software Engineering,2,Quality,,,3,0,0,0,2,3,2,4,3,22-Feb-22,22-Feb-22,0.7,0.7,0,0.7,0,0
10000885,Female,40,Other,Technical Degree,2,Quality,,,3,0,0,0,2,2,2,2,4,22-Dec-16,22-Oct-21,5.9,1,1,1,1,0
10000947,Male,40,Single,Software Engineering,3,Quality,,,3,0,0,0,4,2,2,3,3,22-Jun-17,22-Oct-18,5.4,4,1,4,1,1
10000958,Male,40,Other,Software Engineering,1,Technology,,,3,0,0,0,3,3,3,2,3,22-Oct-17,22-Oct-20,5.0,2,0,2,1,0
10000960,Male,40,Single,Software Engineering,2,Technology,,,3,0,0,0,3,3,4,3,3,22-Feb-13,22-Oct-14,9.7,8,8,8,1,0
10000968,Male,40,Married,Software Engineering,1,Technology,,,4,0,0,0,2,3,2,3,3,22-Sep-18,22-Oct-20,4.1,2,0,2,1,0
10000979,Female,40,Other,Software Engineering,2,Technology,,,4,0,0,0,2,4,3,2,3,22-Oct-09,22-Oct-11,13.0,11,6,11,1,0
10001030,Male,40,Other,Other,2,Technology,,,3,0,0,0,3,3,3,3,4,22-Jun-14,22-Oct-15,8.4,7,0,7,1,0
10001041,Male,40,Other,Software Engineering,3,Technology,,,3,0,0,0,4,2,2,3,3,22-Jul-13,22-Oct-14,9.3,8,4,8,1,0
10001046,Male,40,Other,Software Engineering,1,Technology,,,3,0,0,0,3,3,3,3,4,22-Apr-19,22-Oct-21,3.5,1,1,1,1,0
10001084,Male,40,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,1,2,1,22-Sep-17,22-Oct-18,5.1,4,1,4,1,1
10001095,Male,40,Married,Software Engineering,2,Quality,,,3,0,0,0,1,3,1,4,4,22-Sep-14,22-Oct-18,8.1,4,7,4,1,0
10001097,Male,40,Single,Business Management,4,Consulting,,,4,0,0,0,3,3,4,4,3,22-Oct-00,22-Oct-15,22.0,7,7,7,1,0
10001099,Male,40,Other,Software Engineering,2,Technology,,,3,0,0,0,4,3,4,3,3,22-Aug-20,22-Oct-20,2.2,2,2,2,0,0
10001133,Female,40,Married,Software Engineering,2,Quality,,,3,0,0,0,4,3,1,3,3,22-Oct-16,22-Oct-18,6.0,4,1,4,1,0
10001157,Female,40,Married,Software Engineering,3,Technology,,,3,0,0,0,1,2,3,4,3,22-Apr-04,22-Oct-07,18.5,15,14,15,1,0
10001165,Female,40,Single,Software Engineering,3,Technology,,,3,0,0,0,3,3,4,4,2,22-Oct-17,22-Oct-20,5.0,2,3,2,1,0
10001172,Male,40,Single,Software Engineering,1,Technology,,,3,0,0,0,1,3,1,2,1,22-Jan-18,22-Oct-20,4.8,2,0,2,1,1
10001230,Female,40,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,1,2,3,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,0
10001243,Male,40,Single,Software Engineering,5,Quality,,,3,0,0,0,2,3,2,2,2,22-Jan-01,22-Oct-14,21.8,8,12,8,1,0
10001287,Female,40,Married,Software Engineering,1,Technology,,,3,0,0,0,3,3,1,4,2,22-Jul-18,22-Oct-19,4.3,3,0,3,1,0
10001300,Female,40,Other,Software Engineering,2,Technology,,,3,0,0,0,3,3,4,4,3,22-Dec-16,22-Oct-19,5.9,3,0,3,1,0
10001305,Female,40,Other,Software Engineering,2,Technology,,,3,0,0,0,2,3,1,2,3,22-Apr-15,22-Oct-18,7.5,4,7,4,1,0
10001349,Male,40,Other,Software Engineering,4,Technology,,,3,0,0,0,1,3,1,1,3,22-Oct-02,22-Oct-15,20.0,7,11,7,1,0
10001410,Female,40,Married,Technical Degree,2,Technology,,,3,0,0,0,4,3,3,1,4,22-Feb-12,22-Oct-13,10.7,9,9,9,1,0
10001411,Female,40,Married,Software Engineering,2,Quality,,,3,0,0,0,2,3,2,3,3,22-Dec-10,22-Oct-14,11.9,8,5,8,1,0
